,Date,Ticker,Close,High,Low,Open,Volume
849,2022-05-16,TSLA,241.4566650390625,256.586669921875,239.69667053222656,255.72000122070312,86098500
850,2022-05-17,TSLA,253.8699951171875,254.82666015625,242.9499969482422,249.1199951171875,80236200
851,2022-05-18,TSLA,236.60333251953125,253.5,233.60333251953125,248.17333984375,87811800
852,2022-05-19,TSLA,236.47332763671875,244.6666717529297,231.3699951171875,235.6666717529297,90296700
853,2022-05-20,TSLA,221.3000030517578,240.52667236328125,211.0,237.99667358398438,144973200
854,2022-05-23,TSLA,224.96665954589844,226.65333557128906,212.68666076660156,218.33999633789062,88903500
855,2022-05-24,TSLA,209.3866729736328,217.97332763671875,206.85667419433594,217.8433380126953,89092500
856,2022-05-25,TSLA,219.60000610351562,223.10667419433594,207.6699981689453,207.9499969482422,92139300
857,2022-05-26,TSLA,235.91000366210938,239.55667114257812,217.8866729736328,220.47332763671875,106003200
858,2022-05-27,TSLA,253.2100067138672,253.26666259765625,240.17666625976562,241.0833282470703,89295000
859,2022-05-31,TSLA,252.75332641601562,259.6000061035156,244.7433319091797,257.9466552734375,101914500
860,2022-06-01,TSLA,246.7899932861328,257.32666015625,243.63999938964844,251.72000122070312,77247900
861,2022-06-02,TSLA,258.3333435058594,264.2099914550781,242.06666564941406,244.1566619873047,93473100
862,2022-06-03,TSLA,234.51666259765625,247.79666137695312,233.4166717529297,243.22666931152344,112393800
863,2022-06-06,TSLA,238.27999877929688,244.86666870117188,234.35000610351562,244.35333251953125,84204600
864,2022-06-07,TSLA,238.8866729736328,239.99667358398438,230.0933380126953,234.0,72808500
865,2022-06-08,TSLA,241.86666870117188,249.9633331298828,239.17666625976562,240.086669921875,76210500
866,2022-06-09,TSLA,239.7066650390625,255.54666137695312,239.32666015625,249.33999633789062,96491400
867,2022-06-10,TSLA,232.22999572753906,239.5,227.913330078125,235.1566619873047,97536600
868,2022-06-13,TSLA,215.73666381835938,226.63333129882812,214.68333435058594,223.1666717529297,102767400
869,2022-06-14,TSLA,220.88999938964844,226.3300018310547,211.73666381835938,218.2866668701172,97988700
870,2022-06-15,TSLA,233.0,235.663330078125,218.14999389648438,220.9166717529297,119131800
871,2022-06-16,TSLA,213.10000610351562,225.1666717529297,208.69332885742188,222.73666381835938,107390700
872,2022-06-17,TSLA,216.75999450683594,220.97000122070312,213.19667053222656,213.43333435058594,92641800
873,2022-06-21,TSLA,237.0366668701172,243.57666015625,224.3333282470703,224.60333251953125,122793000
874,2022-06-22,TSLA,236.086669921875,246.8333282470703,233.82666015625,234.50332641601562,101107500
875,2022-06-23,TSLA,235.07000732421875,239.31666564941406,228.6366729736328,237.9066619873047,104202600
876,2022-06-24,TSLA,245.7066650390625,246.06666564941406,236.086669921875,237.47000122070312,95770800
877,2022-06-27,TSLA,244.9199981689453,252.07000732421875,242.56666564941406,249.36666870117188,89178300
878,2022-06-28,TSLA,232.663330078125,249.97000122070312,232.3433380126953,244.48333740234375,90391200
879,2022-06-29,TSLA,228.49000549316406,231.17333984375,222.27333068847656,230.5,82897200
880,2022-06-30,TSLA,224.47332763671875,229.4566650390625,218.8633270263672,224.50999450683594,94600500
881,2022-07-01,TSLA,227.26333618164062,230.22999572753906,222.1199951171875,227.0,74460300
882,2022-07-05,TSLA,233.06666564941406,233.14666748046875,216.1666717529297,223.0,84581100
883,2022-07-06,TSLA,231.73333740234375,234.56333923339844,227.18666076660156,230.77999877929688,71853600
884,2022-07-07,TSLA,244.5433349609375,245.3633270263672,232.2100067138672,233.9199981689453,81930600
885,2022-07-08,TSLA,250.76333618164062,254.97999572753906,241.16000366210938,242.3333282470703,101854200
886,2022-07-11,TSLA,234.3433380126953,253.06333923339844,233.6266632080078,252.10333251953125,99241200
887,2022-07-12,TSLA,233.07000732421875,239.77333068847656,228.3699951171875,236.84666442871094,87930900
888,2022-07-13,TSLA,237.0399932861328,242.05999755859375,225.03334045410156,225.5,97954500
889,2022-07-14,TSLA,238.31333923339844,238.65333557128906,229.3333282470703,234.89666748046875,78557400
890,2022-07-15,TSLA,240.06666564941406,243.6233367919922,236.88999938964844,240.0,69683100
891,2022-07-18,TSLA,240.54666137695312,250.51666259765625,239.60333251953125,244.93666076660156,82537500
892,2022-07-19,TSLA,245.52999877929688,247.13999938964844,236.97666931152344,245.0,80890200
893,2022-07-20,TSLA,247.5,250.663330078125,243.48333740234375,246.78334045410156,88864200
894,2022-07-21,TSLA,271.7066650390625,273.26666259765625,254.86666870117188,255.10667419433594,142032300
895,2022-07-22,TSLA,272.24334716796875,280.78668212890625,270.71331787109375,276.2200012207031,103472700
896,2022-07-25,TSLA,268.4333190917969,274.14666748046875,267.3999938964844,272.2166748046875,64073400
897,2022-07-26,TSLA,258.8599853515625,267.30999755859375,256.2633361816406,266.5133361816406,66820800
898,2022-07-27,TSLA,274.82000732421875,275.9266662597656,261.7900085449219,263.80999755859375,88110000
899,2022-07-28,TSLA,280.8999938964844,283.29998779296875,272.79998779296875,280.0666809082031,84723000
900,2022-07-29,TSLA,297.1499938964844,298.32000732421875,279.1000061035156,280.70001220703125,95313000
901,2022-08-01,TSLA,297.27667236328125,311.8766784667969,295.0,301.27667236328125,117042900
902,2022-08-02,TSLA,300.586669921875,307.8333435058594,292.6666564941406,294.0033264160156,95577600
903,2022-08-03,TSLA,307.39666748046875,309.54998779296875,301.1499938964844,305.0,80091000
904,2022-08-04,TSLA,308.6333312988281,313.6066589355469,305.0,311.0,72256200
905,2022-08-05,TSLA,288.1700134277344,304.6066589355469,285.5433349609375,302.6700134277344,113172900
906,2022-08-08,TSLA,290.42333984375,305.20001220703125,289.086669921875,295.0,98994000
907,2022-08-09,TSLA,283.3333435058594,292.39666748046875,279.35333251953125,290.2933349609375,86244600
908,2022-08-10,TSLA,294.3566589355469,297.510009765625,283.3699951171875,297.0666809082031,94918800
909,2022-08-11,TSLA,286.6300048828125,298.2366638183594,285.8333435058594,296.5133361816406,70155000
910,2022-08-12,TSLA,300.0299987792969,300.1600036621094,285.0333251953125,289.4166564941406,79657200
911,2022-08-15,TSLA,309.32000732421875,313.1333312988281,301.2300109863281,301.78668212890625,89359200
912,2022-08-16,TSLA,306.5633239746094,314.6666564941406,302.8833312988281,311.6666564941406,88136400
913,2022-08-17,TSLA,303.9966735839844,309.65667724609375,300.0333251953125,303.39666748046875,68766000
914,2022-08-18,TSLA,302.8699951171875,306.5,301.85333251953125,306.0,47500500
915,2022-08-19,TSLA,296.6666564941406,300.3599853515625,292.5,299.0,61395300
916,2022-08-22,TSLA,289.913330078125,292.3999938964844,286.2966613769531,291.913330078125,55843200
917,2022-08-23,TSLA,296.4533386230469,298.82666015625,287.92333984375,291.4533386230469,63984900
918,2022-08-24,TSLA,297.0966796875,303.64666748046875,296.5,297.5633239746094,57259800
919,2022-08-25,TSLA,296.07000732421875,302.9599914550781,291.6000061035156,302.3599853515625,53230000
920,2022-08-26,TSLA,288.0899963378906,302.0,287.4700012207031,297.42999267578125,57163900
921,2022-08-29,TSLA,284.82000732421875,287.739990234375,280.70001220703125,282.8299865722656,41864700
922,2022-08-30,TSLA,277.70001220703125,288.4800109863281,272.6499938964844,287.8699951171875,50541800
923,2022-08-31,TSLA,275.6099853515625,281.25,271.80999755859375,280.6199951171875,52107300
924,2022-09-01,TSLA,277.1600036621094,277.5799865722656,266.1499938964844,272.5799865722656,54287000
925,2022-09-02,TSLA,270.2099914550781,282.3500061035156,269.0799865722656,281.07000732421875,50890100
926,2022-09-06,TSLA,274.4200134277344,275.989990234375,265.739990234375,272.67999267578125,55860000
927,2022-09-07,TSLA,283.70001220703125,283.8399963378906,272.2699890136719,273.1000061035156,50028900
928,2022-09-08,TSLA,289.260009765625,289.5,279.760009765625,281.29998779296875,53713100
929,2022-09-09,TSLA,299.67999267578125,299.8500061035156,291.25,291.6700134277344,54338100
930,2022-09-12,TSLA,304.4200134277344,305.489990234375,300.3999938964844,300.7200012207031,48674600
931,2022-09-13,TSLA,292.1300048828125,297.3999938964844,290.3999938964844,292.8999938964844,68229600
932,2022-09-14,TSLA,302.6099853515625,306.0,291.6400146484375,292.239990234375,72628700
933,2022-09-15,TSLA,303.75,309.1199951171875,300.7200012207031,301.8299865722656,64795500
934,2022-09-16,TSLA,303.3500061035156,303.7099914550781,295.6000061035156,299.6099853515625,87087800
935,2022-09-19,TSLA,309.07000732421875,309.8399963378906,297.79998779296875,300.0899963378906,60231200
936,2022-09-20,TSLA,308.7300109863281,313.3299865722656,305.5799865722656,306.9100036621094,61642800
937,2022-09-21,TSLA,300.79998779296875,313.79998779296875,300.6300048828125,308.2900085449219,62555700
938,2022-09-22,TSLA,288.5899963378906,301.2900085449219,285.82000732421875,299.8599853515625,70545400
939,2022-09-23,TSLA,275.3299865722656,284.5,272.82000732421875,283.0899963378906,63748400
940,2022-09-26,TSLA,276.010009765625,284.0899963378906,270.30999755859375,271.8299865722656,58076900
941,2022-09-27,TSLA,282.94000244140625,288.6700134277344,277.510009765625,283.8399963378906,61925200
942,2022-09-28,TSLA,287.80999755859375,289.0,277.57000732421875,283.0799865722656,54664800
943,2022-09-29,TSLA,268.2099914550781,283.6499938964844,265.7799987792969,282.760009765625,77620600
944,2022-09-30,TSLA,265.25,275.57000732421875,262.4700012207031,266.1499938964844,67726600
945,2022-10-03,TSLA,242.39999389648438,255.16000366210938,241.00999450683594,254.5,98363500
946,2022-10-04,TSLA,249.44000244140625,257.5,242.00999450683594,250.52000427246094,109578500
947,2022-10-05,TSLA,240.80999755859375,246.6699981689453,233.27000427246094,245.00999450683594,86982700
948,2022-10-06,TSLA,238.1300048828125,244.5800018310547,235.35000610351562,239.44000244140625,69298400
949,2022-10-07,TSLA,223.07000732421875,234.57000732421875,222.02000427246094,233.94000244140625,83916800
950,2022-10-10,TSLA,222.9600067138672,226.99000549316406,218.36000061035156,223.92999267578125,67925000
951,2022-10-11,TSLA,216.5,225.75,215.0,220.9499969482422,77013200
952,2022-10-12,TSLA,217.24000549316406,219.3000030517578,211.50999450683594,215.3300018310547,66860700
953,2022-10-13,TSLA,221.72000122070312,222.99000549316406,206.22000122070312,208.3000030517578,91483000
954,2022-10-14,TSLA,204.99000549316406,226.25999450683594,204.16000366210938,224.00999450683594,94124500
955,2022-10-17,TSLA,219.35000610351562,221.86000061035156,209.4499969482422,210.0399932861328,79428800
956,2022-10-18,TSLA,220.19000244140625,229.82000732421875,217.25,229.5,75891900
957,2022-10-19,TSLA,222.0399932861328,222.92999267578125,217.77999877929688,219.8000030517578,66571500
958,2022-10-20,TSLA,207.27999877929688,215.5500030517578,202.0,208.27999877929688,117798100
959,2022-10-21,TSLA,214.44000244140625,214.66000366210938,203.8000030517578,206.4199981689453,75713800
960,2022-10-24,TSLA,211.25,213.5,198.58999633789062,205.82000732421875,100446800
961,2022-10-25,TSLA,222.4199981689453,224.35000610351562,210.0,210.10000610351562,96507900
962,2022-10-26,TSLA,224.63999938964844,230.60000610351562,218.1999969482422,219.39999389648438,85012500
963,2022-10-27,TSLA,225.08999633789062,233.80999755859375,222.85000610351562,229.77000427246094,61638800
964,2022-10-28,TSLA,228.52000427246094,228.86000061035156,216.35000610351562,225.39999389648438,69152400
965,2022-10-31,TSLA,227.5399932861328,229.85000610351562,221.94000244140625,226.19000244140625,61554300
966,2022-11-01,TSLA,227.82000732421875,237.39999389648438,227.27999877929688,234.0500030517578,62688800
967,2022-11-02,TSLA,214.97999572753906,227.8699951171875,214.82000732421875,226.0399932861328,63070300
968,2022-11-03,TSLA,215.30999755859375,221.1999969482422,210.13999938964844,211.36000061035156,56538800
969,2022-11-04,TSLA,207.47000122070312,223.8000030517578,203.0800018310547,222.60000610351562,98622200
970,2022-11-07,TSLA,197.0800018310547,208.89999389648438,196.66000366210938,208.64999389648438,93916500
971,2022-11-08,TSLA,191.3000030517578,195.1999969482422,186.75,194.02000427246094,128803400
972,2022-11-09,TSLA,177.58999633789062,195.88999938964844,177.1199951171875,190.77999877929688,127062700
973,2022-11-10,TSLA,190.72000122070312,191.0,180.02999877929688,189.89999389648438,132703000
974,2022-11-11,TSLA,195.97000122070312,196.52000427246094,182.58999633789062,186.0,114403600
975,2022-11-14,TSLA,190.9499969482422,195.72999572753906,186.33999633789062,192.77000427246094,92226600
976,2022-11-15,TSLA,194.4199981689453,200.82000732421875,192.05999755859375,195.8800048828125,91293800
977,2022-11-16,TSLA,186.9199981689453,192.57000732421875,185.66000366210938,191.50999450683594,66567600
978,2022-11-17,TSLA,183.1699981689453,186.16000366210938,180.89999389648438,183.9600067138672,64336000
979,2022-11-18,TSLA,180.19000244140625,185.19000244140625,176.5500030517578,185.0500030517578,76048900
980,2022-11-21,TSLA,167.8699951171875,176.77000427246094,167.5399932861328,175.85000610351562,92882700
981,2022-11-22,TSLA,169.91000366210938,170.9199981689453,166.19000244140625,168.6300048828125,78452300
982,2022-11-23,TSLA,183.1999969482422,183.6199951171875,172.5,173.57000732421875,109536700
983,2022-11-25,TSLA,182.86000061035156,185.1999969482422,180.6300048828125,185.05999755859375,50672700
984,2022-11-28,TSLA,182.9199981689453,188.5,179.0,179.9600067138672,92905200
985,2022-11-29,TSLA,180.8300018310547,186.3800048828125,178.75,184.99000549316406,83357100
986,2022-11-30,TSLA,194.6999969482422,194.75999450683594,180.6300048828125,182.42999267578125,109186400
987,2022-12-01,TSLA,194.6999969482422,198.9199981689453,191.8000030517578,197.0800018310547,80046200
988,2022-12-02,TSLA,194.86000061035156,196.25,191.11000061035156,191.77999877929688,73645900
989,2022-12-05,TSLA,182.4499969482422,191.27000427246094,180.5500030517578,189.44000244140625,93122700
990,2022-12-06,TSLA,179.82000732421875,183.64999389648438,175.3300018310547,181.22000122070312,92150800
991,2022-12-07,TSLA,174.0399932861328,179.3800048828125,172.22000122070312,175.02999877929688,84213300
992,2022-12-08,TSLA,173.44000244140625,175.1999969482422,169.05999755859375,172.1999969482422,97624500
993,2022-12-09,TSLA,179.0500030517578,182.5,173.36000061035156,173.83999633789062,104872300
994,2022-12-12,TSLA,167.82000732421875,177.3699951171875,167.52000427246094,176.10000610351562,109794500
995,2022-12-13,TSLA,160.9499969482422,175.0500030517578,156.91000366210938,174.8699951171875,175862700
996,2022-12-14,TSLA,156.8000030517578,161.6199951171875,155.30999755859375,159.25,140682300
997,2022-12-15,TSLA,157.6699981689453,160.92999267578125,153.27999877929688,153.44000244140625,122334500
998,2022-12-16,TSLA,150.22999572753906,160.99000549316406,150.0399932861328,159.63999938964844,139032200
999,2022-12-19,TSLA,149.8699951171875,155.25,145.82000732421875,154.0,139390600
1000,2022-12-20,TSLA,137.8000030517578,148.47000122070312,137.66000366210938,146.0500030517578,159563300
1001,2022-12-21,TSLA,137.57000732421875,141.25999450683594,135.88999938964844,139.33999633789062,145417400
1002,2022-12-22,TSLA,125.3499984741211,136.6300048828125,122.26000213623047,136.0,210090300
1003,2022-12-23,TSLA,123.1500015258789,128.6199951171875,121.0199966430664,126.37000274658203,166989700
1004,2022-12-27,TSLA,109.0999984741211,119.66999816894531,108.76000213623047,117.5,208643400
1005,2022-12-28,TSLA,112.70999908447266,116.2699966430664,108.23999786376953,110.3499984741211,221070500
1006,2022-12-29,TSLA,121.81999969482422,123.56999969482422,117.5,120.38999938964844,221923300
1007,2022-12-30,TSLA,123.18000030517578,124.4800033569336,119.75,119.94999694824219,157777300
1008,2023-01-03,TSLA,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800
1009,2023-01-04,TSLA,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000
1010,2023-01-05,TSLA,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300
1011,2023-01-06,TSLA,113.05999755859375,114.38999938964844,101.80999755859375,103.0,220911100
1012,2023-01-09,TSLA,119.7699966430664,123.5199966430664,117.11000061035156,118.95999908447266,190284000
1013,2023-01-10,TSLA,118.8499984741211,122.76000213623047,114.91999816894531,121.06999969482422,167642500
1014,2023-01-11,TSLA,123.22000122070312,125.94999694824219,120.51000213623047,122.08999633789062,183810800
1015,2023-01-12,TSLA,123.55999755859375,124.12999725341797,117.0,122.55999755859375,169400900
1016,2023-01-13,TSLA,122.4000015258789,122.62999725341797,115.5999984741211,116.55000305175781,180714100
1017,2023-01-17,TSLA,131.49000549316406,131.6999969482422,125.0199966430664,125.69999694824219,186477000
1018,2023-01-18,TSLA,128.77999877929688,136.67999267578125,127.01000213623047,136.55999755859375,195680300
1019,2023-01-19,TSLA,127.16999816894531,129.99000549316406,124.30999755859375,127.26000213623047,170291900
1020,2023-01-20,TSLA,133.4199981689453,133.50999450683594,127.3499984741211,128.67999267578125,138858100
1021,2023-01-23,TSLA,143.75,145.3800048828125,134.27000427246094,135.8699951171875,203119200
1022,2023-01-24,TSLA,143.88999938964844,146.5,141.10000610351562,143.0,158699100
1023,2023-01-25,TSLA,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300
1024,2023-01-26,TSLA,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100
1025,2023-01-27,TSLA,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600
1026,2023-01-30,TSLA,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800
1027,2023-01-31,TSLA,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500
1028,2023-02-01,TSLA,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300
1029,2023-02-02,TSLA,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300
1030,2023-02-03,TSLA,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000
1031,2023-02-06,TSLA,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100
1032,2023-02-07,TSLA,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300
1033,2023-02-08,TSLA,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600
1034,2023-02-09,TSLA,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400
1035,2023-02-10,TSLA,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100
1036,2023-02-13,TSLA,194.63999938964844,196.3000030517578,187.61000061035156,194.4199981689453,172475500
1037,2023-02-14,TSLA,209.25,209.82000732421875,189.44000244140625,191.94000244140625,216455700
1038,2023-02-15,TSLA,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400
1039,2023-02-16,TSLA,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500
1040,2023-02-17,TSLA,208.30999755859375,208.44000244140625,197.5,199.99000549316406,213738500
1041,2023-02-21,TSLA,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600
1042,2023-02-22,TSLA,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500
1043,2023-02-23,TSLA,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000
1044,2023-02-24,TSLA,196.8800048828125,197.6699981689453,192.8000030517578,196.3300018310547,142228100
1045,2023-02-27,TSLA,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300
1046,2023-02-28,TSLA,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900
1047,2023-03-01,TSLA,202.77000427246094,207.1999969482422,198.52000427246094,206.2100067138672,156852800
1048,2023-03-02,TSLA,190.89999389648438,193.75,186.00999450683594,186.74000549316406,181500700
1049,2023-03-03,TSLA,197.7899932861328,200.47999572753906,192.8800048828125,194.8000030517578,154193300
1050,2023-03-06,TSLA,193.80999755859375,198.60000610351562,192.3000030517578,198.5399932861328,128100100
1051,2023-03-07,TSLA,187.7100067138672,194.1999969482422,186.10000610351562,191.3800048828125,148125800
1052,2023-03-08,TSLA,182.0,186.5,180.0,185.0399932861328,151897800
1053,2023-03-09,TSLA,172.9199981689453,185.17999267578125,172.50999450683594,180.25,170023800
1054,2023-03-10,TSLA,173.44000244140625,178.2899932861328,168.44000244140625,175.1300048828125,191488900
1055,2023-03-13,TSLA,174.47999572753906,177.35000610351562,163.91000366210938,167.4600067138672,167790300
1056,2023-03-14,TSLA,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900
1057,2023-03-15,TSLA,180.4499969482422,182.33999633789062,176.02999877929688,180.8000030517578,145995600
1058,2023-03-16,TSLA,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800
1059,2023-03-17,TSLA,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100
1060,2023-03-20,TSLA,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400
1061,2023-03-21,TSLA,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400
1062,2023-03-22,TSLA,191.14999389648438,200.66000366210938,190.9499969482422,199.3000030517578,150376400
1063,2023-03-23,TSLA,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900
1064,2023-03-24,TSLA,190.41000366210938,192.36000061035156,187.14999389648438,191.64999389648438,116312400
1065,2023-03-27,TSLA,191.80999755859375,197.38999938964844,189.94000244140625,194.4199981689453,120851600
1066,2023-03-28,TSLA,189.19000244140625,192.35000610351562,185.42999267578125,192.0,98654600
1067,2023-03-29,TSLA,193.8800048828125,195.2899932861328,189.44000244140625,193.1300048828125,123660000
1068,2023-03-30,TSLA,195.27999877929688,197.3300018310547,194.4199981689453,195.5800018310547,110252200
1069,2023-03-31,TSLA,207.4600067138672,207.7899932861328,197.1999969482422,197.52999877929688,170222100
1070,2023-04-03,TSLA,194.77000427246094,202.69000244140625,192.1999969482422,199.91000366210938,169545900
1071,2023-04-04,TSLA,192.5800018310547,198.74000549316406,190.32000732421875,197.32000732421875,126463800
1072,2023-04-05,TSLA,185.52000427246094,190.67999267578125,183.75999450683594,190.52000427246094,133882500
1073,2023-04-06,TSLA,185.05999755859375,186.38999938964844,179.74000549316406,183.0800018310547,123857900
1074,2023-04-10,TSLA,184.50999450683594,185.10000610351562,176.11000061035156,179.94000244140625,142154600
1075,2023-04-11,TSLA,186.7899932861328,189.19000244140625,185.64999389648438,186.69000244140625,115770900
1076,2023-04-12,TSLA,180.5399932861328,191.5800018310547,180.30999755859375,190.74000549316406,150256300
1077,2023-04-13,TSLA,185.89999389648438,186.5,180.94000244140625,182.9600067138672,112933000
1078,2023-04-14,TSLA,185.0,186.27999877929688,182.00999450683594,183.9499969482422,96438700
1079,2023-04-17,TSLA,187.0399932861328,189.69000244140625,182.69000244140625,186.32000732421875,116662200
1080,2023-04-18,TSLA,184.30999755859375,187.69000244140625,183.5800018310547,187.14999389648438,92067000
1081,2023-04-19,TSLA,180.58999633789062,183.5,177.64999389648438,179.10000610351562,125732700
1082,2023-04-20,TSLA,162.99000549316406,169.6999969482422,160.55999755859375,166.1699981689453,210970800
1083,2023-04-21,TSLA,165.0800018310547,166.0,161.32000732421875,164.8000030517578,123539000
1084,2023-04-24,TSLA,162.5500030517578,165.64999389648438,158.61000061035156,164.64999389648438,140006600
1085,2023-04-25,TSLA,160.6699981689453,163.47000122070312,158.75,159.82000732421875,121999300
1086,2023-04-26,TSLA,153.75,160.6699981689453,153.13999938964844,160.2899932861328,153364100
1087,2023-04-27,TSLA,160.19000244140625,160.47999572753906,152.3699951171875,152.63999938964844,127015200
1088,2023-04-28,TSLA,164.30999755859375,165.0,157.32000732421875,160.89999389648438,122515800
1089,2023-05-01,TSLA,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000
1090,2023-05-02,TSLA,160.30999755859375,165.49000549316406,158.92999267578125,161.8800048828125,128259700
1091,2023-05-03,TSLA,160.61000061035156,165.0,159.91000366210938,160.00999450683594,119728000
1092,2023-05-04,TSLA,161.1999969482422,162.9499969482422,159.64999389648438,162.7100067138672,95108500
1093,2023-05-05,TSLA,170.05999755859375,170.7899932861328,163.50999450683594,163.97000122070312,107440900
1094,2023-05-08,TSLA,171.7899932861328,173.8000030517578,169.19000244140625,173.72000122070312,112249400
1095,2023-05-09,TSLA,169.14999389648438,169.82000732421875,166.55999755859375,168.9499969482422,88965000
1096,2023-05-10,TSLA,168.5399932861328,174.42999267578125,166.67999267578125,172.5500030517578,119840700
1097,2023-05-11,TSLA,172.0800018310547,173.57000732421875,166.7899932861328,168.6999969482422,103889900
1098,2023-05-12,TSLA,167.97999572753906,177.3800048828125,167.22999572753906,176.07000732421875,157577100
1099,2023-05-15,TSLA,166.35000610351562,169.75999450683594,164.5500030517578,167.66000366210938,105592500
1100,2023-05-16,TSLA,166.52000427246094,169.52000427246094,164.35000610351562,165.64999389648438,98288800
1101,2023-05-17,TSLA,173.86000061035156,174.5,167.19000244140625,168.41000366210938,125473600
1102,2023-05-18,TSLA,176.88999938964844,177.05999755859375,172.4499969482422,174.22000122070312,109520300
1103,2023-05-19,TSLA,180.13999938964844,181.9499969482422,176.30999755859375,177.1699981689453,136024200
1104,2023-05-22,TSLA,188.8699951171875,189.32000732421875,180.11000061035156,180.6999969482422,132001400
1105,2023-05-23,TSLA,185.77000427246094,192.9600067138672,185.25999450683594,186.1999969482422,156952100
1106,2023-05-24,TSLA,182.89999389648438,184.22000122070312,178.22000122070312,182.22999572753906,137605100
1107,2023-05-25,TSLA,184.47000122070312,186.77999877929688,180.5800018310547,186.5399932861328,96870700
1108,2023-05-26,TSLA,193.1699981689453,198.60000610351562,184.52999877929688,184.6199951171875,162061500
1109,2023-05-30,TSLA,201.16000366210938,204.47999572753906,197.52999877929688,200.10000610351562,128818700
1110,2023-05-31,TSLA,203.92999267578125,203.9499969482422,195.1199951171875,199.77999877929688,150711700
1111,2023-06-01,TSLA,207.52000427246094,209.8000030517578,199.3699951171875,202.58999633789062,148029900
1112,2023-06-02,TSLA,213.97000122070312,217.25,209.75,210.14999389648438,164129000
1113,2023-06-05,TSLA,217.61000061035156,221.2899932861328,214.52000427246094,217.8000030517578,151143100
1114,2023-06-06,TSLA,221.30999755859375,221.91000366210938,212.52999877929688,216.13999938964844,146911600
1115,2023-06-07,TSLA,224.57000732421875,230.8300018310547,223.1999969482422,228.0,185710800
1116,2023-06-08,TSLA,234.86000061035156,235.22999572753906,223.00999450683594,224.22000122070312,164489700
1117,2023-06-09,TSLA,244.39999389648438,252.4199981689453,242.02000427246094,249.07000732421875,199882300
1118,2023-06-12,TSLA,249.8300018310547,250.97000122070312,244.58999633789062,247.94000244140625,150337900
1119,2023-06-13,TSLA,258.7099914550781,259.67999267578125,251.33999633789062,253.50999450683594,162384300
1120,2023-06-14,TSLA,256.7900085449219,261.57000732421875,250.5,260.1700134277344,170575500
1121,2023-06-15,TSLA,255.89999389648438,258.95001220703125,247.2899932861328,248.39999389648438,160171200
1122,2023-06-16,TSLA,260.5400085449219,263.6000061035156,257.2099914550781,258.9200134277344,167563700
1123,2023-06-20,TSLA,274.45001220703125,274.75,261.1199951171875,261.5,165611200
1124,2023-06-21,TSLA,259.4599914550781,276.989990234375,257.7799987792969,275.1300048828125,211797100
1125,2023-06-22,TSLA,264.6099853515625,265.0,248.25,250.77000427246094,166875900
1126,2023-06-23,TSLA,256.6000061035156,262.45001220703125,252.8000030517578,259.2900085449219,176584100
1127,2023-06-26,TSLA,241.0500030517578,258.3699951171875,240.6999969482422,250.07000732421875,179990600
1128,2023-06-27,TSLA,250.2100067138672,250.38999938964844,240.85000610351562,243.24000549316406,164968200
1129,2023-06-28,TSLA,256.239990234375,259.8800048828125,248.88999938964844,249.6999969482422,159770800
1130,2023-06-29,TSLA,257.5,260.739990234375,253.61000061035156,258.0299987792969,131283400
1131,2023-06-30,TSLA,261.7699890136719,264.45001220703125,259.8900146484375,260.6000061035156,112267600
1132,2023-07-03,TSLA,279.82000732421875,284.25,275.1099853515625,276.489990234375,119685900
1133,2023-07-05,TSLA,282.4800109863281,283.8500061035156,277.6000061035156,278.82000732421875,131530900
